location,realm,normalized_x,normalized_y,region,biome_id,distance_to_capital,forced,contract,verdict
me_land_0908,WILD,0.4957265,0.1387396,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0909,WILD,0.7667888,0.6253053,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0910,WILD,0.4007326,0.3102101,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0911,WILD,0.3882784,0.2784563,me_shire_breeland_region,1,,no,watched-crossing: Sarn Ford is a watched crossing not a settled Shire or Bree possession.,accepted_required_frontier_owner
me_land_0912,ROH,0.5311355,0.5398144,me_rohan_region,1,0.0649745,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0913,ANG,0.4598291,0.1587689,me_north_arnor_region,1,0.0273732,no,compact Mount Gram remnant with Carn Dum retained only as a forced fastness,accepted_frontier_polygon
me_land_0914,WILD,0.5833944,0.4836346,me_brown_lands_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0915,WILD,0.7709402,0.0307767,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0916,MOA,0.4859585,0.3258427,me_anduin_vale_region,1,0.0125936,no,moria-mountain: Celebdil resolves to Moria's immediate mountain approach.,accepted_required_frontier_owner
me_land_0917,RHU,0.7787546,0.2701514,me_rhun_region,9,0.0266955,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0918,GON,0.5838828,0.7200782,me_south_gondor_region,1,0.1093810,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0919,GON,0.4876679,0.5979482,me_belfalas_region,1,0.1814917,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0920,MOR,0.7003663,0.6052760,me_mordor_region,8,0.1170223,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0921,UMB,0.5443223,0.9990230,me_umbar_region,10,0.0939413,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0922,RAN,0.4796093,0.2960430,me_north_arnor_region,1,0.0276264,no,The Angle and immediate Ranger refuge,accepted_source_side_envelope
me_land_0923,WILD,0.5789988,0.1030777,me_northern_wastes_region,5,,no,dragon-wilderness: The dragon-haunted Withered Heath remains unclaimed wilderness.,accepted_required_frontier_owner
me_land_0924,WILD,0.3516484,0.1773327,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0925,DUN,0.4275946,0.4543234,me_enedwaith_region,1,0.0142466,no,"Dunland lowlands west of Isen and the Gap, south of Glanduin",accepted_frontier_polygon
me_land_0926,DAM,0.4998779,0.6399609,me_belfalas_region,1,0.0393499,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_0927,WILD,0.6144078,0.6546165,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_0928,GON,0.5264957,0.7142159,me_lebennin_region,1,0.1458513,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0929,RHU,0.7396825,0.2530532,me_rhun_region,1,0.0607117,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0930,SHI,0.3355311,0.2481681,me_shire_breeland_region,1,0.0286129,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_0931,WILD,0.8336996,0.6863703,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0932,DAM,0.4986569,0.6873473,me_belfalas_region,1,0.0239971,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_0933,BRE,0.3992674,0.2320469,me_shire_breeland_region,1,0.0067415,no,Bree-land's four-village crossroads,accepted_source_side_envelope
me_land_0934,WILD,0.8334554,0.0449438,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0935,WILD,0.4251526,0.5256473,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0936,LIN,0.2295482,0.1910112,me_lindon_region,1,0.1630584,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_0937,WILD,0.6336996,0.2261847,me_mirkwood_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0938,UMB,0.4713065,0.9491939,me_umbar_region,1,0.0778600,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0939,UMB,0.5264957,0.9545677,me_umbar_region,9,0.0386438,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0940,ROH,0.5499389,0.5388373,me_rohan_region,1,0.1025653,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0941,WILD,0.4385836,0.3575965,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0942,WILD,0.3504274,0.1397167,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0943,WILD,0.6129426,0.6370298,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_0944,ROH,0.4886447,0.4929165,me_rohan_region,1,0.0496123,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0945,MOR,0.6637363,0.6321446,me_mordor_region,8,0.0706242,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0946,WILD,0.7943834,0.6311676,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0947,WILD,0.5150183,0.3229116,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0948,DOR,0.7142857,0.3937469,me_rhun_region,1,0.0729279,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_0949,WILD,0.7340659,0.5964827,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_0950,ROH,0.5069597,0.5061065,me_rohan_region,1,0.0362309,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0951,WILD,0.5433455,0.3839766,me_anduin_vale_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0952,WILD,0.6092796,0.4074255,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0953,WILD,0.8202686,0.5657059,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0954,UMB,0.5892552,0.8637030,me_near_harad_region,9,0.1747280,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0955,MOR,0.6669109,0.6731803,me_mordor_region,8,0.1096543,no,occupied-interior: Lithlad is Mordor's eastern ash plain.,accepted_required_frontier_owner
me_land_0956,GON,0.4478632,0.6155349,me_belfalas_region,1,0.2606440,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0957,WILD,0.7728938,0.7068881,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0958,ROH,0.5133089,0.5227162,me_rohan_region,1,0.0331937,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0959,WILD,0.6317460,0.4714216,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0960,WOO,0.5755800,0.1841720,me_dale_region,3,0.0293357,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_0961,MOR,0.7076923,0.6370298,me_mordor_region,8,0.1422498,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_0962,BLU,0.3137973,0.1621886,me_lindon_region,1,0.0469589,no,Surviving Ered Luin halls,accepted_source_side_envelope
me_land_0963,DOR,0.6529915,0.3224231,me_rhun_region,1,0.0695788,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_0964,WDM,0.5504274,0.2965315,me_mirkwood_region,1,0.0234037,no,Arda Maps Mirkwood polygon: western Woodmen settlements; Woodmen settlements in western Mirkwood; Woodmen clearings along western and central Mirkwood,accepted_source_zone_overlap
me_land_0965,WILD,0.8312576,0.9789936,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_0966,SHI,0.3257631,0.2173913,me_shire_breeland_region,1,0.0426208,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_0967,WILD,0.5780220,0.5451881,me_brown_lands_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0968,WILD,0.3438339,0.3615046,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_0969,WILD,0.5816850,0.4103566,me_brown_lands_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0970,WILD,0.3196581,0.1328774,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0971,DAL,0.6114774,0.1548608,me_dale_region,1,0.0202512,no,Dale and the upper Celduin plain,accepted_source_side_envelope
me_land_0972,WILD,0.6456654,0.4259893,me_brown_lands_region,9,,no,deliberately unclaimed,wild_buffer
me_land_0973,WILD,0.5001221,0.2286273,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_reviewed_component: east-of-crest highland beyond the compact Goblin-town holding
me_land_0974,RH2,0.7838828,0.4528578,me_rhun_region,9,0.1077905,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0975,WILD,0.4007326,0.0136786,me_angmar_region,5,,no,deliberately unclaimed,wild_unclaimed
me_land_0976,WILD,0.8285714,0.0039082,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_0977,UMB,0.5301587,0.8368344,me_near_harad_region,9,0.1070061,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0978,RHU,0.7782662,0.2222765,me_rhun_region,9,0.0322786,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_0979,RH2,0.7797314,0.4225696,me_rhun_region,9,0.0831241,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_0980,WILD,0.3848596,0.4357596,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_0981,WILD,0.8246642,0.6990718,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0982,WILD,0.5118437,0.3014167,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0983,WILD,0.7411477,0.4494382,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0984,WILD,0.5885226,0.4489497,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0985,FAN,0.4971917,0.4191500,me_anduin_vale_region,3,0.0427331,no,Arda Maps Fangorn physical woodland polygon; Fangorn source forest and Entwash headwaters,accepted_source_zone_overlap
me_land_0986,WILD,0.4205128,0.3952125,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0987,HFA,0.6180708,0.9467513,me_far_harad_region,10,0.0666540,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_0988,WILD,0.7357753,0.4772838,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0989,SHI,0.3521368,0.2056668,me_shire_breeland_region,1,0.0263185,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_0990,WILD,0.6205128,0.3497802,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0991,GON,0.5643468,0.6160234,me_anorien_region,1,0.0280438,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_0992,UMB,0.5113553,0.9228139,me_umbar_region,9,0.0132962,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_0993,WILD,0.3528694,0.1836834,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_0994,DAL,0.6305250,0.1778212,me_dale_region,1,0.0643214,no,Dale and the upper Celduin plain,accepted_source_side_envelope
me_land_0995,WILD,0.5650794,0.4098681,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_0996,ROH,0.5240537,0.4401563,me_rohan_region,9,0.1105157,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_0997,WILD,0.4774115,0.2340010,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_0998,SHI,0.3357753,0.2638007,me_shire_breeland_region,1,0.0404424,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_0999,WILD,0.6126984,0.6673180,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1000,KHA,0.7196581,0.7708842,me_khand_region,9,0.0781073,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_1001,ROH,0.5536020,0.4987787,me_rohan_region,1,0.1167834,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1002,WILD,0.4351648,0.5554470,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1003,RH3,0.8322344,0.1612115,me_rhun_region,1,0.0458614,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1004,BLU,0.3015873,0.1866146,me_lindon_region,1,0.0219161,no,Surviving Ered Luin halls,accepted_source_side_envelope
me_land_1005,DAL,0.6283272,0.1665852,me_dale_region,1,0.0559241,no,Dale and the upper Celduin plain,accepted_source_side_envelope
me_land_1006,MOR,0.6478632,0.5134343,me_mordor_region,9,0.0605583,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1007,WILD,0.7326007,0.5549585,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_1008,WILD,0.4100122,0.5017098,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1009,HFA,0.5851038,0.9413776,me_far_harad_region,10,0.0136240,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1010,WILD,0.4517705,0.1016121,me_angmar_region,5,,no,deliberately unclaimed,wild_unclaimed
me_land_1011,MOR,0.6837607,0.5935515,me_mordor_region,1,0.0819069,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1012,ROH,0.5335775,0.4841231,me_rohan_region,9,0.0883956,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1013,DAM,0.5213675,0.6697606,me_belfalas_region,1,0.0646317,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1014,RHU,0.7731380,0.2120176,me_rhun_region,9,0.0384974,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1015,RHU,0.7614164,0.2310699,me_rhun_region,9,0.0255551,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1016,ESG,0.5985348,0.1734245,me_dale_region,1,0.0109914,no,Lake-town and Long Lake shore,accepted_source_side_envelope
me_land_1017,WILD,0.7826618,0.5373718,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1018,WILD,0.4097680,0.4367367,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1019,GON,0.6246642,0.7557401,me_south_gondor_region,9,0.1717897,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1020,WILD,0.4949939,0.0000000,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1021,WILD,0.3433455,0.1963850,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1022,WILD,0.3941392,0.2359551,me_shire_breeland_region,1,,no,haunted-wilderness: The haunted downs are outside compact inhabited Bree-land.,accepted_required_frontier_owner
me_land_1023,RHU,0.7885226,0.1993161,me_rhun_region,9,0.0627790,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1024,UMB,0.5504274,0.9345383,me_umbar_region,9,0.0815744,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1025,HFA,0.6630037,0.9760625,me_far_harad_region,10,0.1574227,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1026,WILD,0.5965812,0.6614558,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1027,RHU,0.7431013,0.1328774,me_rhun_region,1,0.1288870,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1028,WILD,0.3858364,0.5305325,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1029,MOR,0.7020757,0.6135809,me_mordor_region,8,0.1227705,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1030,HRA,0.6918193,0.9096238,me_near_harad_region,10,0.0519769,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1031,HRA,0.6752137,0.9345383,me_far_harad_region,10,0.0645398,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1032,WILD,0.3985348,0.3727406,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1033,GON,0.4166056,0.6516854,me_belfalas_region,1,0.3256392,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1034,RHU,0.7448107,0.2427943,me_rhun_region,1,0.0508912,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1035,RHU,0.6837607,0.2169028,me_rhun_region,1,0.1756255,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1036,MOR,0.6451770,0.5432340,me_mordor_region,1,0.0303605,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1037,FAN,0.4932845,0.4557890,me_rohan_region,1,0.0139497,yes,occupied-refuge: Derndingle is an inhabited Fangorn refuge.,accepted_required_frontier_owner
me_land_1038,GON,0.4520147,0.6360528,me_belfalas_region,1,0.2535184,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1039,UMB,0.5035409,0.9975574,me_umbar_region,9,0.0630875,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1040,WILD,0.6368742,0.3326820,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1041,WILD,0.7797314,0.0674157,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1042,RIV,0.4962149,0.2076209,me_north_arnor_region,1,0.0159483,no,Imladris hidden valley and immediate refuge,accepted_source_side_envelope
me_land_1043,WILD,0.6466422,0.3361016,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1044,GON,0.5457875,0.7469468,me_lebennin_region,9,0.1503167,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1045,WILD,0.4407814,0.3087445,me_enedwaith_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1046,WILD,0.4097680,0.2501221,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1047,WILD,0.4346764,0.2804104,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1048,WILD,0.7492063,0.6184660,me_mordor_region,8,,no,deliberately unclaimed,wild_unclaimed
me_land_1049,ROH,0.5150183,0.5334636,me_rohan_region,1,0.0330793,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1050,WILD,0.4483516,0.3351246,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1051,WILD,0.4678877,0.1914998,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1052,WILD,0.4290598,0.3434294,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1053,WDM,0.5697192,0.3229116,me_mirkwood_region,3,0.0276276,no,Arda Maps Mirkwood polygon: western Woodmen settlements; Woodmen settlements in western Mirkwood; Woodmen clearings along western and central Mirkwood,accepted_source_zone_overlap
me_land_1054,MOR,0.6009768,0.5344406,me_brown_lands_region,1,0.0945959,no,occupied-gate: Cirith Gorgor is the occupied Haunted Pass of the Black Gate.,accepted_required_frontier_owner
me_land_1055,WILD,0.4583639,0.1138251,me_angmar_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1056,LIN,0.2705739,0.2716170,me_lindon_region,1,0.0895489,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1057,DAM,0.5106227,0.6961407,me_belfalas_region,9,0.0489537,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1058,GON,0.6039072,0.7366878,me_south_gondor_region,9,0.1355476,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1059,WILD,0.6371184,0.2950660,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1060,UMB,0.5536020,0.8812897,me_umbar_region,9,0.1033710,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1061,WILD,0.5181929,0.2833415,me_anduin_vale_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1062,SHI,0.3851038,0.2491451,me_shire_breeland_region,6,0.0802470,no,active-settlement: Haysend is an active Buckland settlement within the Shire's protection.,accepted_required_frontier_owner
me_land_1063,RH3,0.7819292,0.1235955,me_rhun_region,1,0.1078666,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1064,DAM,0.4923077,0.6189546,me_belfalas_region,1,0.0542954,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1065,WILD,0.3853480,0.4797264,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1066,UMB,0.5391941,0.9267220,me_umbar_region,9,0.0597726,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1067,UMB,0.5797314,0.8925256,me_near_harad_region,9,0.1466619,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1068,UMB,0.5137973,0.9672692,me_umbar_region,9,0.0326805,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1069,GON,0.5377289,0.6907670,me_lebennin_region,9,0.1133883,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1070,WILD,0.4730159,0.4347826,me_rohan_region,1,,no,deliberately unclaimed,wild_reviewed_component: northern mountain-side spur beyond compact connected Nan Curunir
me_land_1071,WILD,0.3811966,0.5178310,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1072,LIN,0.2556777,0.1939424,me_lindon_region,1,0.1117147,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1073,SHI,0.3482295,0.2354665,me_shire_breeland_region,1,0.0074273,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_1074,GON,0.5528694,0.6145579,me_anorien_region,1,0.0507023,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1075,WILD,0.6100122,0.4509038,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1076,WILD,0.7250305,0.0014656,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1077,WILD,0.7819292,0.6575476,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1078,HNE,0.5965812,0.8212018,me_near_harad_region,9,0.0890476,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_1079,MOR,0.6901099,0.6599902,me_mordor_region,8,0.1263486,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1080,WILD,0.4693529,0.2188569,me_north_arnor_region,2,,no,deliberately unclaimed,wild_unclaimed
me_land_1081,LIN,0.2827839,0.3527113,me_lindon_region,1,0.1370813,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1082,WILD,0.5335775,0.0356619,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1083,WILD,0.4603175,0.3805569,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1084,GON,0.5360195,0.5862237,me_anorien_region,1,0.0879465,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1085,GON,0.4056166,0.5906204,me_belfalas_region,1,0.3457216,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1086,WILD,0.4522589,0.1802638,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1087,BLU,0.2769231,0.2134831,me_lindon_region,1,0.0464098,no,Surviving Ered Luin halls,accepted_source_side_envelope
me_land_1088,MOR,0.6273504,0.5896434,me_mordor_region,8,0.0370948,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1089,GON,0.5699634,0.6326331,me_lebennin_region,1,0.0269172,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1090,UMB,0.5355311,0.9623840,me_umbar_region,9,0.0582635,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1091,WILD,0.3191697,0.2681974,me_shire_breeland_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1092,RH2,0.7365079,0.4162189,me_rhun_region,9,0.1432128,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1093,WILD,0.4170940,0.2208109,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1094,HRA,0.6036630,0.8632145,me_near_harad_region,9,0.1428353,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1095,DOL,0.5946276,0.3370787,me_mirkwood_region,3,0.0784195,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_1096,HFA,0.5675214,0.9960918,me_far_harad_region,10,0.0539495,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1097,WILD,0.6151404,0.5813385,me_ithilien_region,8,,no,deliberately unclaimed,wild_ithilien
me_land_1098,UMB,0.4593407,1.0000000,me_umbar_region,9,0.1194198,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1099,DOL,0.5511600,0.3683439,me_mirkwood_region,3,0.0193001,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_1100,MOR,0.6976801,0.5378603,me_mordor_region,1,0.1130259,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1101,GON,0.5623932,0.6301905,me_lebennin_region,1,0.0367748,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1102,GON,0.6507937,0.7572057,me_south_gondor_region,9,0.2058824,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1103,WILD,0.8336996,0.1133366,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1104,WILD,0.5658120,0.5051295,me_brown_lands_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1105,MOR,0.6888889,0.6013679,me_mordor_region,9,0.0939010,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1106,GON,0.5452991,0.6248168,me_anorien_region,1,0.0671138,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1107,GON,0.6617827,0.7567171,me_south_gondor_region,9,0.2216144,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1108,MOR,0.6356532,0.5139228,me_mordor_region,9,0.0619105,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1109,GON,0.5377289,0.6795310,me_lebennin_region,1,0.1058172,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
